,Tweets,id,len,date,source,likes,retweets
48,"Can you identify this pine cone?

Did you guess a “gentle Jeffrey” pine cone? You got it! Jeffrey pine cones are si… https://t.co/vo0p7IJH8i",1271604514852728833,140,2020-06-13 00:45:16,TweetDeck,1382,168
49,"@MaryKrn_mba @anneyilmaz Correct, keeping in mind there's no connectivity at most entrance stations. (So check that… https://t.co/aWmt7s1GbA",1271570666395807744,140,2020-06-12 22:30:46,TweetDeck,0,0
50,@anneyilmaz All you need is a screenshot of your proof of payment from https://t.co/6VRPCOEQae.,1271506732389240833,95,2020-06-12 18:16:43,TweetDeck,13,1
51,@TomNojunk Yes! All have been processed.,1271506613757599744,40,2020-06-12 18:16:14,TweetDeck,0,0
52,@mstone03 That makes more sense. You should be able to book a 9/14 arrival if space is available.,1271505430670262272,97,2020-06-12 18:11:32,TweetDeck,0,0
53,@ElPelicano7 Summerdale Campground is in Sierra National Forest. You do need a reservation to stay there:… https://t.co/Z9QGriupG3,1271505270078758913,130,2020-06-12 18:10:54,TweetDeck,0,0
54,@AnaAceisback The park entrance fee is $35/car. A reservation is also required to enter: https://t.co/BiKOZZfPyM,1271503048238481408,112,2020-06-12 18:02:04,TweetDeck,3,0
55,"@FloB21 That's right. The reservation fee is $2. If you have a reservation in Wawona, Yosemite West, or Foresta, yo… https://t.co/3YYhwma9Ep",1271315979033698305,140,2020-06-12 05:38:43,TweetDeck,0,0
56,@DirtDigi21 You'll need a copy/photo of her driver license and campground reservation. That will work to get the permit and campsite.,1271270665232936962,133,2020-06-12 02:38:40,TweetDeck,1,0
57,@TomNojunk You should have received either a cancellation or a confirmation. It's probably best to log onto your… https://t.co/wS4AGekjHt,1271255665093144578,137,2020-06-12 01:39:04,TweetDeck,0,0
58,"@javkarparesh Right now, just Upper Pines is open (at 50% capacity). Visit https://t.co/GtiXwLu8Nm for campground updates.",1271253625554169857,122,2020-06-12 01:30:57,TweetDeck,2,0
59,@JasonLo79run100 A Curry Village reservation gets you into the park; no additional reservation needed.,1271244290560102400,102,2020-06-12 00:53:52,TweetDeck,2,0
60,"@marksnyder Upper Pines is open at 50% capacity, so we had to cancel half the reservations. We're really sorry.",1271244088684118018,111,2020-06-12 00:53:03,TweetDeck,0,0
61,"@elisokol Sorry, we don't really know right now.",1271243856860680192,48,2020-06-12 00:52:08,TweetDeck,0,0
62,@currentnan There is no reason to believe the opening date will change.,1271243433269620736,71,2020-06-12 00:50:27,TweetDeck,0,0
63,"@cat_durand @outofdanny It's only through September 15. On June 15 (Monday), it'll be through November 14. (So that… https://t.co/suuJQhcVdL",1271243328080625664,140,2020-06-12 00:50:02,TweetDeck,2,0
64,@agzo79 @e46rick @YoungUpstart72 Both... we're just not done going through spring opening procedures quite yet.,1271243136048586752,111,2020-06-12 00:49:16,TweetDeck,0,0
65,@FloB21 You do need a reservation.,1271242885489233920,34,2020-06-12 00:48:17,TweetDeck,0,0
66,@JasonLo79run100 What's your existing reservation for?,1271242792153444352,54,2020-06-12 00:47:54,TweetDeck,8,0
67,"RT @YosemiteFire: @YosemiteNPS is in Stage 2 Fire Restrictions, however there are areas in the park you can still have a campfire. Practice…",1271242648095883264,140,2020-06-12 00:47:20,TweetDeck,0,15
68,@wagnerkels A copy/screenshot of proof of payment from https://t.co/6VRPCOEQae will work.,1271242591275585537,89,2020-06-12 00:47:06,TweetDeck,0,0
69,"@EKBrockmeier Sorry, we're not sure yet.",1271242462166540290,40,2020-06-12 00:46:36,TweetDeck,0,0
70,"@mpape5 Sorry, no news yet. (Not sure when.)",1271242322781417472,44,2020-06-12 00:46:02,TweetDeck,0,0
71,@lkay369 We do not yet know if Hodgdon Meadow Campground will be open. We have only canceled through July 5 arrival… https://t.co/5vI27zlG2m,1271242261427175425,140,2020-06-12 00:45:48,TweetDeck,0,0
72,"@Esmegrubb This will be in effect through October at this point. It could, of course, be longer.",1271241853262688256,96,2020-06-12 00:44:11,TweetDeck,1,0
73,We are excited to have our visitors back! Starting today Yosemite is open to visitors with reservations. Find reser… https://t.co/HHq2kX1Auj,1271236797679276032,140,2020-06-12 00:24:05,TweetDeck,1088,192
74,@bcarver62 @sal_paradyse @SassyKasss @blueangel487 You should enter on the first day of your reservation.,1270847527785390080,105,2020-06-10 22:37:16,TweetDeck,0,0
75,"@amthomas628 Sorry, don't know yet.",1270847473901113344,35,2020-06-10 22:37:03,TweetDeck,0,0
76,"@erind00321785 Sorry, we don't know yet.",1270847430431408128,40,2020-06-10 22:36:53,TweetDeck,0,0
77,"@dannyfratella Yes, as of Monday, 9 am to 1 pm. We're recommending you rent one before you arrive.",1270847402795085824,98,2020-06-10 22:36:46,TweetDeck,0,0
78,@pc_jamie We're only accepting reservations for cancellations up to July 4. It's probably not a ton of sites.,1270801929006772224,109,2020-06-10 19:36:04,TweetDeck,0,0
79,@outofdanny Friday at around 7-7:30 am,1270801702321438720,38,2020-06-10 19:35:10,TweetDeck,1,0
80,@svelarde23 Curry Village showers should be open beginning Saturday.,1270602558520754177,68,2020-06-10 06:23:51,TweetDeck,0,0
81,"@mullalyteach @bsirmons Correct. We only made notifications through July 5. Sorry, can't be sure about your August reservation quite yet.",1270602180441997312,137,2020-06-10 06:22:21,TweetDeck,2,0
82,@KundellPR Best way to contact the reservation office right now is via https://t.co/FmQ4etttkt,1270601985171939329,94,2020-06-10 06:21:34,TweetDeck,1,0
83,@KundellPR Not sure of that detail; you'll find out during your permit briefing that you'll get a few weeks ahead of your permit.,1270601892293271552,129,2020-06-10 06:21:12,TweetDeck,0,0
84,@KundellPR Each car can come in. Each needs a copy/photo of the permit holder's driver license and a copy/photo of the wilderness permit.,1270601792158494723,137,2020-06-10 06:20:48,TweetDeck,0,0
85,"@erind00321785 The park is closed to day-use reservation holders overnight (11 pm to 5 am). A campground,, wilderne… https://t.co/rRALbDSko3",1270600618273468416,140,2020-06-10 06:16:08,TweetDeck,0,0
86,@kollywbry Probably best to create a new account. It's a result of a glitch earlier in the day. Some people have al… https://t.co/8p0CE269hb,1270503774772051968,140,2020-06-09 23:51:19,TweetDeck,0,0
87,"@raulagrait Yes, those are allowed that day.",1270503576289206272,44,2020-06-09 23:50:32,TweetDeck,0,0
88,"@Nikkburgess Upper Pines Campground is only opening at 50% capacity, so we had to cancel many reservations. We're really sorry.",1270493006760603648,127,2020-06-09 23:08:32,TweetDeck,1,0
89,@enocruizjr You might want to try the https://t.co/6VRPCOEQae app; that seems to be working better for some people.… https://t.co/1ZQavShXeH,1270492861692178433,140,2020-06-09 23:07:57,TweetDeck,12,0
90,@bsirmons Both cancellations and confirmation emails have gone out just recently.,1270487635434172417,81,2020-06-09 22:47:11,TweetDeck,0,0
91,"@45CALifornia Sorry, as of June 11 that is accurate.",1270487512817889280,52,2020-06-09 22:46:42,TweetDeck,0,0
92,@cellykess @Interior Yay!,1270487434690613248,25,2020-06-09 22:46:23,TweetDeck,0,0
93,@RyanCCorley You can enter the park on your bike with no reservation needed ($20/bike entrance fee). Worth checking… https://t.co/Fm6r0KuTRi,1270487402264489984,140,2020-06-09 22:46:15,TweetDeck,1,0
94,@KundellPR You do not need a day-use reservation if you have a valid reservation for lodging/camping/backpacking (b… https://t.co/J9nBQeLcLd,1270487134822993920,140,2020-06-09 22:45:12,TweetDeck,1,0
95,"@KundellPR No, they will not be.",1270486796405628928,32,2020-06-09 22:43:51,TweetDeck,0,0
96,"@cr102084 At this point, you should have received an email with a cancellation or confirmation.",1270486732664786944,95,2020-06-09 22:43:36,TweetDeck,0,0
97,@45CALifornia The park is closed on June 10 except for people with permits valid for that day. The park doesn't ope… https://t.co/eRkWX4FvH2,1270485696503939074,140,2020-06-09 22:39:29,TweetDeck,0,0
98,"@_simi_n_ No, it won't be.",1270485428701851648,26,2020-06-09 22:38:25,TweetDeck,0,0
99,@ehlizabetheh You should receive a notification either way today.,1270485144399298560,65,2020-06-09 22:37:17,TweetDeck,0,0
100,@erind00321785 They'll need a scan/photo/copy of the driver license of the person who made the campground reservati… https://t.co/RYV3ounbip,1270485068406878208,140,2020-06-09 22:36:59,TweetDeck,1,0
101,@katkubler French Camp is on Inyo National Forest; you should contact them directly (your reservation should have t… https://t.co/QJ8a62lQkE,1270482710629199873,140,2020-06-09 22:27:37,TweetDeck,0,0
102,"@katkubler There are no first-come, first-served campgrounds open at this time. You will need to find overnight acc… https://t.co/f2PNWXKB3k",1270482514096734210,140,2020-06-09 22:26:50,TweetDeck,1,0
103,"@BobSlominski Given the problems with the system you probably encountered, we can be flexible on that. Your permit… https://t.co/twJ6U2645H",1270482396819763202,139,2020-06-09 22:26:22,TweetDeck,1,0
104,"@Jeffzking @yosemitenation @VisitCA Yes, that works! Your permit is valid for seven days (starting at 5 am on the f… https://t.co/1zBUjD8a9Z",1270482218377293825,140,2020-06-09 22:25:39,TweetDeck,1,0
105,@YostTaylor Were you able to eventually get a reservation?,1270481639873712135,58,2020-06-09 22:23:22,TweetDeck,0,0
106,"@disneymatt55 In this situation, yes, that'll work.",1270481552737091586,51,2020-06-09 22:23:01,TweetDeck,1,0
107,@cellykess @Interior Were you eventually able to get a reservation?,1270481451193004033,67,2020-06-09 22:22:37,TweetDeck,0,0
108,@RyanCCorley Were you able to get a reservation? It seems like creating a new account or using the app are good workarounds.,1270481385749278720,124,2020-06-09 22:22:21,TweetDeck,0,0
109,@sal_paradyse Your permit is valid for all seven days for unlimited re-entries.,1270478557106470913,79,2020-06-09 22:11:07,TweetDeck,0,0
110,@sal_paradyse @SassyKasss @blueangel487 Permit is valid for seven consecutive days. You can re-enter every day during the permit.,1270478146421182464,129,2020-06-09 22:09:29,TweetDeck,0,0
111,@blueangel487 Given the problem you had with https://t.co/6VRPCOEQae. it's OK to not come on the first day. The per… https://t.co/cm8ceGmiUY,1270478050279354369,140,2020-06-09 22:09:06,TweetDeck,2,0
112,@AndyDJane Tomorrow (for Friday hike)!,1270477589740584961,38,2020-06-09 22:07:16,TweetDeck,0,1
113,@solxyxluna Were you able to eventually make a reservation?,1270477499017736192,59,2020-06-09 22:06:54,TweetDeck,0,0
114,"@brianfulda @TravelerTed Yes, just mention that upon arrival.",1270471932169740288,61,2020-06-09 21:44:47,TweetDeck,2,0
115,@RanielleDeardon Sorry about that... were you eventually able to get a reservation?,1270471751453929473,83,2020-06-09 21:44:04,TweetDeck,0,0
116,@enzie131 Sorry... were you eventually able to make it work?,1270471407546191872,60,2020-06-09 21:42:42,TweetDeck,0,0
117,@apster_ You can enter the park on the day of your Half Dome permit. The pass you receive then is valid for seven consecutive days.,1270471118982270976,131,2020-06-09 21:41:33,TweetDeck,1,0
118,@chapdawg09 Sorry for that. Were you able to eventually get a reservation?,1270469620164702208,74,2020-06-09 21:35:36,TweetDeck,0,0
119,@KengLChang Sorry for that. Were you able to eventually get a reservation?,1270469582331891712,74,2020-06-09 21:35:27,TweetDeck,0,0
120,@chapdawg09 Were you able to figure this out?,1270469487834173440,45,2020-06-09 21:35:04,TweetDeck,0,0
121,"@SraElenzMartin No, only if you change your permit to a trailhead you can access (and then you still go backpacking, of course).",1270469331269255168,128,2020-06-09 21:34:27,TweetDeck,0,0
122,@kollywbry These will be come available at some time between 7 and 7:30 am on Friday (for existing cancellations an… https://t.co/4JIYhsYbQ5,1270469194841305089,140,2020-06-09 21:33:54,TweetDeck,0,0
123,@jrhwriter It's possible Tuolumne Meadows Campground won't open this summer. If that ends up being the case and you… https://t.co/Xwys99wezC,1270468976452292609,140,2020-06-09 21:33:02,TweetDeck,0,0
124,@Krisizasum We don't have a reopening date for Camp 4 at this time.,1270468242310496258,67,2020-06-09 21:30:07,TweetDeck,0,0
125,"@brenthussart For Tuolumne Meadows Lodge, your reservation should be canceled. @TravelARAMARK can help you further.",1270468160857051136,115,2020-06-09 21:29:48,TweetDeck,0,0
126,@kollywbry No reservations are available in Upper Pines right now. Check https://t.co/GtiXwLu8Nm for updates.,1270208261799596033,109,2020-06-09 04:17:03,TweetDeck,0,0
127,@realrobertzhang Yes ($35/car)... but you don't need an additional reservation.,1270208145332137984,79,2020-06-09 04:16:35,TweetDeck,1,0
128,@KenRAnderson1 That is not true. A day-use reservation is required.,1270208077329883136,67,2020-06-09 04:16:19,TweetDeck,1,0
129,@brenthussart You should receive a notification from them tomorrow.,1270207954067677185,67,2020-06-09 04:15:50,TweetDeck,0,0
130,"@MyMelodyBlue Sorry, we can't say for sure.",1270207877601308672,43,2020-06-09 04:15:31,TweetDeck,1,0
131,@torosuperfly16 Tioga Road opens on June 15. White Wolf will not open this year.,1270207755890987009,80,2020-06-09 04:15:02,TweetDeck,0,0
132,@svelarde23 No.,1270187417975181312,15,2020-06-09 02:54:14,TweetDeck,0,0
133,@cr102084 @bsirmons Aiming for tonight.,1270185498221219841,39,2020-06-09 02:46:36,TweetDeck,1,0
134,@e46rick @YoungUpstart72 That is correct.,1270185337004765184,41,2020-06-09 02:45:57,TweetDeck,1,0
135,"@MeghanMathews82 Sorry, Lower Pines is not opening this weekend.",1270174577214107654,64,2020-06-09 02:03:12,TweetDeck,0,0
136,"@e46rick @YoungUpstart72 On the Lee Vining side, it is open from US 395 to Tioga Pass. It's closed to cars and bikes west of Tioga Pass.",1270173997355810816,136,2020-06-09 02:00:54,TweetDeck,2,0
137,@e46rick Entrance fee for bikes is $20.,1270172702049894402,39,2020-06-09 01:55:45,TweetDeck,1,0
138,@Y0ung_jaydee @yosemitenation @VisitCA Dates in June and July become available promptly at 7 am on Tuesday morning.,1270169566627291136,115,2020-06-09 01:43:17,TweetDeck,1,0
